comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,views
123,654,TEDGlobal 2013,1371081600,28,Gavin Pretor-Pinney,Gavin Pretor-Pinney: Cloudy with a chance of joy,1,1373986777,Cloudspotter,Cloudy with a chance of joy,1223155
239,841,TEDGlobal 2013,1371686400,35,Pico Iyer,Pico Iyer: Where is home?,1,1374073155,Global author,Where is home?,3035515
153,560,TED2013,1362009600,32,Miranda Wang and Jeanny Yao,Two young scientists break down plastics with bacteria,1,1374160566,Science fair winners,Two young scientists break down plastics with bacteria,1212774
173,701,TEDxSydney,1367625600,37,Tom Thum,Tom Thum: The orchestra in my mouth,1,1374246876,Beatboxer,The orchestra in my mouth,8688241
630,899,TEDxCERN,1367971200,35,John Searle,John Searle: Our shared condition -- consciousness,1,1374505938,Philosopher,Our shared condition -- consciousness,1332731
169,705,TED2013,1361923200,22,Kate Stone,Kate Stone: DJ decks made of ... paper,1,1374591660,Shepherd of electrons,DJ decks made of ... paper,686914
107,377,TEDGlobal 2013,1370908800,38,Roberto D'Angelo + Francesca Fedeli,"Roberto D'Angelo + Francesca Fedeli: In our baby's illness, a life lesson",1,1374677912,Parents,"In our baby's illness, a life lesson",1100997
263,651,TEDGlobal 2013,1371859200,28,Paul Kemp-Robertson,Paul Kemp-Robertson: Bitcoin. Sweat. Tide. Meet the future of branded currency.,1,1374764500,Advertising expert,Bitcoin. Sweat. Tide. Meet the future of branded currency.,1068469
295,331,TED@New York,1342051200,43,Tania Luna,Tania Luna: How a penny made me feel like a millionaire,1,1374850840,Surprisologist,How a penny made me feel like a millionaire,1655352
121,358,TEDGlobal 2013,1370822400,33,Bastian Schaefer,Bastian Schaefer: A 3D-printed jumbo jet?,1,1375113177,Aircraft engineer,A 3D-printed jumbo jet?,1105500
162,644,TEDMED 2013,1366070400,31,Eli Beer,Eli Beer: The fastest ambulance? A motorcycle,1,1375196581,Life saver,The fastest ambulance? A motorcycle,1062701
78,1108,TED2011,1299024000,26,Julie Taymor,"Julie Taymor: Spider-Man, The Lion King and life on the creative edge",1,1375283246,"Director, designer","Spider-Man, The Lion King and life on the creative edge",959460
121,476,TEDxNijmegen,1366243200,34,Peter van Manen,Peter van Manen: Better baby care -- thanks to Formula 1,1,1375369665,Electronic systems expert,Better baby care -- thanks to Formula 1,790591
177,670,TED2013,1361836800,32,Beardyman,Beardyman: The polyphonic me,1,1375455604,Beatboxer and inventor,The polyphonic me,2067955
390,575,TEDxColbyCollege,1361577600,29,Daniel H. Cohen,Daniel H. Cohen: For argument's sake,1,1375714807,Philosopher,For argument's sake,1423637
180,543,TED2013,1361923200,36,Jinsop Lee,Jinsop Lee: Design for all 5 senses,1,1375801702,Multi-sense designer,Design for all 5 senses,1469884
90,490,TED2013,1362009600,34,Saki Mafundikwa,Saki Mafundikwa: Ingenuity and elegance in ancient African alphabets,1,1375889738,Graphic designer,Ingenuity and elegance in ancient African alphabets,724180
671,857,TED2013,1362009600,37,Eleanor Longden,Eleanor Longden: The voices in my head,1,1375974037,Research psychologist,The voices in my head,4058274
201,1178,TEDxWarwick,1362096000,26,Derek Paravicini and Adam Ockelford,Derek Paravicini and Adam Ockelford: In the key of genius,2,1376060301,Musician,In the key of genius,1471722
289,878,TEDxDanubia,1363910400,30,Margaret Heffernan,Margaret Heffernan: The dangers of willful blindness,1,1376319512,Management thinker,The dangers of willful blindness,1537390
157,702,TEDxTokyo,1367366400,34,Shigeru Ban,Shigeru Ban: Emergency shelters made from paper,1,1376406006,Architect,Emergency shelters made from paper,1573440
419,1306,TEDGlobal 2013,1371081600,37,Russell Foster,Russell Foster: Why do we sleep?,1,1376492031,Circadian neuroscientist,Why do we sleep?,6504999
333,925,TEDxBoston,1372118400,27,Steve Ramirez and Xu Liu,Steve Ramirez and Xu Liu: A mouse. A laser beam. A manipulated memory.,2,1376578944,Neuroscientist,A mouse. A laser beam. A manipulated memory.,1044961
186,616,TEDGlobal 2013,1371859200,40,May El-Khalil,May El-Khalil: Making peace is a marathon,1,1376665207,Founder of the Beirut Marathon,Making peace is a marathon,5182832
202,1037,TED2013,1361923200,28,Adam Spencer,Adam Spencer: Why I fell in love with monster prime numbers,1,1378220866,Science communicator,Why I fell in love with monster prime numbers,2014461
693,868,TEDGlobal 2013,1370908800,47,Kelly McGonigal,Kelly McGonigal: How to make stress your friend,1,1378306783,Health psychologist,How to make stress your friend,14566463
554,924,TEDGlobal 2013,1371859200,29,Chrystia Freeland,Chrystia Freeland: The rise of the new global super-rich,1,1378393234,Plutocracy chronicler,The rise of the new global super-rich,1909640
257,424,TEDGlobal 2013,1371081600,34,Alexa Meade,Alexa Meade: Your body is my canvas,1,1378480353,Visual artist,Your body is my canvas,2682427
166,910,TEDGlobal 2013,1373241600,26,George Monbiot,"George Monbiot: For more wonder, rewild the world",1,1378739698,Rewilding campaigner,"For more wonder, rewild the world",887823
68,938,TEDSalon NY2013,1368662400,25,Jake Barton,Jake Barton: The museum of you,1,1378825147,Designer and storyteller,The museum of you,780039
90,944,TEDxSydney,1373241600,31,Ron McCallum,Ron McCallum: How technology allowed me to read,1,1378913248,Labor lawyer and activist,How technology allowed me to read,682353
98,918,TEDGlobal 2013,1371859200,28,Sonia Shah,Sonia Shah: 3 reasons we still haven’t gotten rid of malaria,1,1378998085,Science writer,3 reasons we still haven’t gotten rid of malaria,1118305
285,527,TEDGlobal 2013,1370995200,37,Apollo Robbins,Apollo Robbins: The art of misdirection,1,1379084559,Gentleman thief,The art of misdirection,15283242
133,1046,TED2013,1362009600,28,James Lyne,James Lyne: Everyday cybercrime -- and what you can do about it,1,1379344658,Cybersecurity specialist,Everyday cybercrime -- and what you can do about it,1397126
253,957,TEDGlobal 2013,1370995200,34,Marla Spivak,Marla Spivak: Why bees are disappearing,1,1379429848,Bees scholar,Why bees are disappearing,2436104
99,475,TED2013,1362009600,32,Eric Berlow and Sean Gourley,Eric Berlow and Sean Gourley: Mapping ideas worth spreading,2,1379516494,Ecologist,Mapping ideas worth spreading,1085152
463,542,TEDGlobal 2013,1371081600,39,Andras Forgacs,Andras Forgacs: Leather and meat without killing animals,1,1379602886,Bioprinting entrepreneur,Leather and meat without killing animals,1151214
253,1085,TEDGlobal 2013,1371772800,24,Benjamin Barber,Benjamin Barber: Why mayors should rule the world,1,1379689237,Political theorist,Why mayors should rule the world,719821
520,1056,TEDGlobal 2013,1370908800,32,Elizabeth Loftus,Elizabeth Loftus: How reliable is your memory?,1,1379948415,False memories scholar,How reliable is your memory?,3338820
193,1113,TED2013,1362009600,29,Stuart Firestein,Stuart Firestein: The pursuit of ignorance,1,1380035036,Neuroscientist,The pursuit of ignorance,1836382
127,590,TEDxHousesOfParliament,1372118400,29,Onora O'Neill,Onora O'Neill: What we don't understand about trust,1,1380121621,Philosopher,What we don't understand about trust,1469734
313,1120,TED2013,1362096000,34,James Flynn,James Flynn: Why our IQ levels are higher than our grandparents',1,1380208246,Moral philosopher,Why our IQ levels are higher than our grandparents',2991225
565,660,TEDxKids@Ambleside,1367712000,34,Kevin Breel,Kevin Breel: Confessions of a depressed comic,1,1380294807,"Comedian, activist",Confessions of a depressed comic,2954036
441,940,TEDSalon NY2013,1379548800,35,Malcolm Gladwell,Malcolm Gladwell: The unheard story of David and Goliath,1,1380553694,Writer,The unheard story of David and Goliath,3665885
169,834,TEDMED 2013,1366156800,26,Kelli Swazey,Kelli Swazey: Life that doesn't end with death,1,1380640518,Anthropologist,Life that doesn't end with death,1538661
404,1047,TEDSalon NY2013,1365638400,32,Amy Webb,Amy Webb: How I hacked online dating,1,1380727278,"Founder and CEO, Future Today Institute",How I hacked online dating,6298610
133,725,TEDGlobal 2013,1370995200,31,Fabian Oefner,Fabian Oefner: Psychedelic science,1,1380812403,Photographer,Psychedelic science,1789403
266,603,TED2013,1362009600,29,Jason Pontin,Jason Pontin: Can technology solve our big problems?,1,1380899085,Editor,Can technology solve our big problems?,1507409
218,988,TEDGlobal 2013,1371168000,29,Michael Porter,Michael Porter: The case for letting business solve social problems,1,1381158304,Business strategist,The case for letting business solve social problems,1573620
395,877,TEDGlobal 2013,1371168000,31,Michael Sandel,Michael Sandel: Why we shouldn't trust markets with our civic life,1,1381158492,Political philosopher,Why we shouldn't trust markets with our civic life,1684720
148,842,TEDCity2.0,1379635200,25,Janette Sadik-Khan,Janette Sadik-Khan: New York's streets? Not so mean any more,1,1381244676,City transportation expert,New York's streets? Not so mean any more,925046
147,645,TEDGlobal 2013,1372204800,29,Trita Parsi,Trita Parsi: Iran and Israel: Peace is possible,1,1381331315,Political scientist,Iran and Israel: Peace is possible,740772
268,848,TEDMED 2013,1366156800,26,Gary Slutkin,Gary Slutkin: Let's treat violence like a contagious disease,1,1381417240,Epidemiologist,Let's treat violence like a contagious disease,734171
64,715,TEDSalon NY2013,1373846400,25,Andrew Fitzgerald,Andrew Fitzgerald: Adventures in Twitter fiction,1,1381503543,Editor,Adventures in Twitter fiction,1000495
124,1016,TEDCity2.0,1379635200,26,Jeff Speck,Jeff Speck: The walkable city,1,1381763957,Urban planner,The walkable city,1041732
124,924,TEDMED 2013,1366243200,24,Amanda Bennett,Amanda Bennett: We need a heroic narrative for death,1,1381849202,Journalist,We need a heroic narrative for death,986726
195,1018,TEDCity2.0,1380326400,28,Iwan Baan,Iwan Baan: Ingenious homes in unexpected places,1,1381936502,Urban documentarian,Ingenious homes in unexpected places,1463086
134,900,TEDGlobal 2013,1371168000,27,Alessandro Acquisti,Alessandro Acquisti: What will a future without secrets look like?,1,1382022014,Privacy economist,What will a future without secrets look like?,1305155
165,546,TEDGlobal 2013,1370908800,36,Hetain Patel,Hetain Patel: Who am I? Think again,2,1382108360,Artist,Who am I? Think again,2663827
143,798,TEDGlobal 2013,1371168000,27,Steve Howard,Steve Howard: Let's go all-in on selling sustainability,1,1382367748,Corporate innovator,Let's go all-in on selling sustainability,1041748
207,693,TEDGlobal 2013,1371081600,28,Charles Robertson,Charles Robertson: Africa's next boom,1,1382454693,Emerging-markets economist,Africa's next boom,1204089
227,791,TEDSalon NY2013,1374710400,31,Parul Sehgal,Parul Sehgal: An ode to envy,1,1382540623,Literary critic,An ode to envy,2158038
207,850,TEDxCERN,1367539200,30,Gian Giudice,Gian Giudice: Why our universe might exist on a knife-edge,1,1382626930,Theoretical physicist,Why our universe might exist on a knife-edge,1644420
84,464,TEDGlobal 2013,1370908800,28,Xavier Vilalta,Xavier Vilalta: Architecture at home in its community,1,1382713208,Architect and urbanist,Architecture at home in its community,999700
262,844,TEDGlobal 2013,1372204800,20,Mariana Mazzucato,"Mariana Mazzucato: Government -- investor, risk-taker, innovator",1,1382972395,Innovation economist,"Government -- investor, risk-taker, innovator",816687
130,821,TEDxUdeM,1380758400,22,Mohamed Hijri,Mohamed Hijri: A simple solution to the coming phosphorus crisis,1,1383058948,Biologist,A simple solution to the coming phosphorus crisis,618471
194,721,TEDGlobal 2013,1371168000,26,Abha Dawesar,"Abha Dawesar: Life in the ""digital now""",1,1383146179,Novelist,"Life in the ""digital now""",1245695
172,531,TEDGlobal 2013,1370995200,31,Holly Morris,Holly Morris: Why stay in Chernobyl? Because it's home.,1,1383231495,Explorer and filmmaker,Why stay in Chernobyl? Because it's home.,1108528
167,508,TED2013,1362009600,31,Dong Woo Jang,Dong Woo Jang: The art of bow-making,1,1383318064,Bow designer,The art of bow-making,2290464
286,1072,TEDSalon NY2013,1380585600,25,Rodrigo Canales,Rodrigo Canales: The deadly genius of drug cartels,1,1383580874,Business professor,The deadly genius of drug cartels,2225283
148,472,TEDCity2.0,1379635200,33,Robin Nagle,Robin Nagle: What I discovered in New York City  trash,1,1383667226,Trash anthropologist,What I discovered in New York City  trash,1628594
156,863,TEDGlobal 2013,1371081600,27,Grégoire Courtine,Grégoire Courtine: The paralyzed rat that walked,1,1383754502,Spinal cord researcher,The paralyzed rat that walked,926295
515,1158,TEDxBrussels,1382918400,30,Mikko Hypponen,Mikko Hypponen: How the NSA betrayed the world's trust -- time to act,1,1383840138,Cybersecurity expert,How the NSA betrayed the world's trust -- time to act,1535238
325,384,TEDGlobal 2013,1370995200,44,Arthur Benjamin,Arthur Benjamin: The magic of Fibonacci numbers,1,1383926461,Mathemagician,The magic of Fibonacci numbers,4376218
833,983,TEDGlobal 2013,1371081600,25,Dambisa Moyo,Dambisa Moyo: Is China the new idol for emerging economies?,1,1384186168,Global economist ,Is China the new idol for emerging economies?,2060055
100,700,TEDCity2.0,1381449600,30,Chris Downey,Chris Downey: Design with the blind in mind,1,1384272989,Architect,Design with the blind in mind,970048
209,541,TEDCity2.0,1379635200,32,Mohamed Ali,Mohamed Ali: The link between unemployment and terrorism,1,1384358389,Human rights advocate,The link between unemployment and terrorism,1017789
126,776,TED@BCG Singapore,1381363200,32,Stefan Larsson,Stefan Larsson: What doctors can learn from each other,1,1384444805,Value-based health care advocate,What doctors can learn from each other,848735
147,438,TEDGlobal 2013,1370908800,33,Jane McGonigal,Jane McGonigal: Massively multi-player… thumb-wrestling?,1,1384531417,Game Designer,Massively multi-player… thumb-wrestling?,1154880
138,810,TEDGlobal 2013,1370908800,23,Lian Pin Koh,Lian Pin Koh: A drone's-eye view of conservation,1,1384790400,Drones ecologist,A drone's-eye view of conservation,599368
177,830,TEDGlobal 2013,1370995200,28,Greg Asner,Greg Asner: Ecology from the air,1,1384876854,Airborne ecologist,Ecology from the air,692579
224,621,TEDxMidAtlantic,1382745600,28,Henry Evans and Chad Jenkins,Henry Evans and Chad Jenkins: Meet the robots for humanity,1,1384964950,Robotics activist,Meet the robots for humanity,1203523
291,553,TEDGlobal 2013,1370908800,27,Andreas Raptopoulos,Andreas Raptopoulos: No roads? There's a drone for that,1,1385049552,Airborne logistics activist,No roads? There's a drone for that,992489
258,569,TEDGlobal 2013,1370822400,35,Peter Doolittle,"Peter Doolittle: How your ""working memory"" makes sense of the world",1,1385136008,Educational psychology professor,"How your ""working memory"" makes sense of the world",2030203
182,1091,TED2013,1363219200,31,Jared Diamond,Jared Diamond: How societies can grow old better,1,1385396215,Civilization scholar,How societies can grow old better,923663
